Keuwl Accelerometer Data File
2021-06-01 15-05-52

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
27.8886185,-0.061084,-0.091131,0.057950,0.044304,-1.127923,-20.033054
27.9083328,-0.067065,-0.158163,0.191434,0.175624,-1.469769,-26.070778
27.9280186,-0.002429,-0.201864,0.230344,0.215304,-1.352049,-37.931702
27.9477329,0.059827,-0.169546,0.053769,0.041739,-0.909462,-38.920368
27.9674454,0.001752,-0.010916,-0.158725,-0.167372,-0.471951,-19.965771
27.9871597,-0.107775,0.142908,-0.207217,-0.211164,0.026609,-2.031273
28.0068436,-0.153857,0.209345,-0.149142,-0.150051,0.298753,3.933601
28.0265579,-0.113757,0.156077,-0.144961,-0.148390,0.065139,-1.056145
28.0462742,-0.122744,0.059717,-0.098865,-0.107679,-0.500124,-3.727760
28.0659885,-0.062289,-0.073172,0.075910,0.062811,-1.054048,-18.378525
28.0857334,-0.053302,-0.191091,0.216565,0.200318,-1.544739,-31.635899
28.1054153,-0.006015,-0.224600,0.290784,0.275153,-1.450783,-40.640327
28.1251297,-0.025775,-0.125250,0.220761,0.206906,-1.176506,-26.983242
28.1448441,-0.101794,0.008829,-0.067752,-0.078489,-0.730622,-8.451435
28.1645298,-0.063479,0.053721,-0.249103,-0.256641,-0.334800,-9.969917
28.1842136,-0.026965,0.120752,-0.276034,-0.279028,0.130955,-9.999531
28.2039261,-0.070056,0.184198,-0.255694,-0.256200,0.355881,-3.904564
28.2236710,-0.105380,0.128550,-0.128192,-0.133041,-0.076100,-2.752274
28.2433853,-0.023974,-0.108480,0.098645,0.085436,-1.072020,-25.517578
28.2630997,0.053846,-0.290441,0.256070,0.241474,-1.287921,-53.719173
28.2827854,0.058027,-0.301809,0.192624,0.178101,-1.270231,-55.514545
28.3024998,-0.040133,-0.201849,0.013654,-0.002351,-1.483930,-34.430077
28.3222446,-0.072451,-0.124639,0.095654,0.080677,-1.328096,-21.865093
28.3418961,-0.046725,-0.150976,0.314130,0.298940,-1.384008,-27.536884
28.3616104,-0.005420,-0.109091,0.101651,0.088979,-0.999808,-27.357376
28.3813248,-0.192767,0.133936,-0.401736,-0.407299,-0.099644,5.878578
28.4010696,-0.310672,0.368555,-0.526828,-0.516314,1.304713,18.196213
28.4207554,-0.286135,0.309305,-0.149142,-0.144427,0.772348,16.225349
28.4404678,-0.165835,0.036966,0.102841,0.091979,-0.769546,0.101326
28.4601822,-0.095797,-0.135427,0.119596,0.103761,-1.466559,-20.085121
28.4798660,-0.067065,-0.240164,0.162702,0.145186,-1.767737,-37.165382
28.4996109,0.016126,-0.277273,0.290189,0.274432,-1.471034,-49.817654
28.5193253,0.101712,-0.308401,0.283002,0.270042,-1.060347,-57.992653
28.5390110,0.054441,-0.216223,-0.011477,-0.024673,-1.056550,-43.947319
28.5587234,-0.094607,-0.013311,-0.159320,-0.170722,-0.800478,-10.531395
28.5784378,-0.216708,0.217722,-0.182071,-0.183199,0.285467,9.631447
28.5981522,-0.183184,0.190790,-0.261081,-0.263367,0.194636,6.153664
28.6178665,-0.176013,0.115381,-0.302981,-0.309528,-0.219486,3.724525
28.6375523,-0.218509,0.030375,-0.107852,-0.119430,-0.829851,6.225746
28.6572666,-0.143084,-0.139608,0.217160,0.200240,-1.662013,-13.880875
28.6769791,0.014325,-0.352697,0.380567,0.364002,-1.614324,-61.867645
28.6966934,0.107099,-0.341925,0.253675,0.240685,-1.060752,-62.555187
28.7164078,-0.003024,-0.113867,-0.061160,-0.073747,-0.967670,-28.038956
28.7361221,-0.046115,0.141108,-0.261081,-0.263509,0.181400,-7.513557
28.7558079,-0.077853,0.153086,-0.361636,-0.363995,0.207346,-4.335274
28.7755222,-0.111956,0.108194,-0.294604,-0.300421,-0.144763,-2.876419
28.7952671,-0.117953,0.013620,-0.065356,-0.076226,-0.747185,-6.409996
28.8149490,-0.026370,-0.203054,0.235730,0.219952,-1.469087,-35.936485
28.8346634,0.009549,-0.325155,0.396741,0.380204,-1.610972,-57.057652
28.8543777,0.029294,-0.370657,0.443418,0.427225,-1.557213,-65.234940
28.8740635,0.027509,-0.235983,0.256665,0.241932,-1.308456,-44.695618
28.8938084,-0.001834,0.019007,-0.105456,-0.113021,-0.360919,-17.651054
28.9134903,-0.158648,0.227900,-0.462787,-0.461828,0.527811,4.743828
28.9332047,-0.258609,0.321283,-0.396350,-0.389899,0.965210,14.107857
28.9528885,-0.192767,0.145899,0.024426,0.018820,-0.177969,6.139778
28.9726334,-0.031161,-0.206655,0.272824,0.256815,-1.510570,-35.957893
28.9923477,0.023313,-0.360479,0.227338,0.211112,-1.542214,-63.417431
29.0120640,-0.007815,-0.347906,0.140561,0.123452,-1.689443,-60.307922
29.0317459,-0.029956,-0.207251,0.069318,0.053453,-1.466365,-36.153400
29.0514603,-0.117343,-0.086340,-0.089297,-0.103953,-1.258399,-12.869652
29.0711746,-0.155658,-0.004934,-0.115634,-0.127921,-0.920753,-2.912788
29.0908890,-0.189776,0.045939,-0.126407,-0.136924,-0.695401,3.208199
29.1106033,-0.168826,-0.021704,-0.109042,-0.122223,-1.042461,-2.055786
29.1302891,-0.153262,-0.048025,-0.104861,-0.118815,-1.152508,-5.508133
29.1500340,-0.101794,-0.042044,-0.035419,-0.048232,-1.001465,-11.559399
29.1697159,-0.020983,-0.097708,-0.105456,-0.118052,-0.963234,-24.804394
29.1894302,0.020322,-0.189886,-0.095874,-0.109665,-1.130087,-38.312973
29.2091446,0.075391,-0.235372,0.034009,0.021221,-1.006760,-47.543411
29.2288589,-0.008410,-0.243765,0.162091,0.146133,-1.491097,-43.153255
29.2485752,-0.098803,-0.207251,0.331479,0.313770,-1.819234,-28.351814
29.2682571,-0.113162,-0.270697,0.363812,0.344739,-2.112467,-36.951469
29.2879715,-0.099398,-0.253927,0.170484,0.151998,-1.965991,-35.657772
29.3076859,-0.153262,-0.067190,-0.187457,-0.202042,-1.236228,-6.686417
29.3274002,-0.295718,0.265619,-0.505282,-0.502831,0.665322,16.899246
29.3470860,-0.269976,0.382334,-0.498706,-0.487034,1.381630,15.255920
29.3668308,-0.100589,0.162653,-0.141360,-0.144131,0.126724,-2.017311
29.3865452,0.076581,-0.177313,0.159711,0.148031,-0.878439,-40.890781
29.4062271,0.036481,-0.428717,0.309949,0.294025,-1.500069,285.147217
29.4259415,-0.024569,-0.526281,0.477536,0.460271,-1.747522,266.254578
29.4456558,-0.040133,-0.521490,0.527219,0.509456,-1.845591,265.978577
29.4653702,-0.099383,-0.355688,0.242307,0.222742,-2.226168,-57.617653
29.4850559,-0.191577,-0.074362,-0.129992,-0.145427,-1.375346,-1.582947
29.5047684,-0.278964,0.156672,-0.304767,-0.309874,-0.070584,14.921829
29.5244827,-0.296908,0.307505,-0.395755,-0.390504,0.870498,17.080597
29.5441971,-0.240054,0.358393,-0.550174,-0.540135,1.275602,12.937714
29.5639114,-0.185580,0.153086,-0.516665,-0.520795,0.066353,5.592972
29.5836258,-0.099993,-0.152777,-0.087497,-0.103765,-1.518433,-21.375500
29.6033115,-0.027560,-0.423330,0.474545,0.456540,-1.889135,285.502319
29.6230240,0.056821,-0.629827,0.556546,0.543513,-1.102193,257.539673
29.6427383,0.023908,-0.554403,0.292584,0.277269,-1.401160,265.037231
29.6624527,-0.015597,-0.232992,-0.003695,-0.019585,-1.462968,-41.015205
29.6821365,-0.071261,0.002253,-0.216784,-0.226911,-0.635054,-12.082478
29.7018814,-0.118548,0.120157,-0.409518,-0.414612,-0.050321,-1.811356
29.7215672,-0.065280,0.072870,-0.319140,-0.325668,-0.214687,-8.840923
29.7412796,-0.073062,-0.028280,-0.059360,-0.070959,-0.839245,-13.855450
29.7609940,-0.211917,-0.068380,0.175855,0.160195,-1.443758,1.831047
29.7807083,-0.215518,-0.249746,0.527219,0.506928,-2.446198,-13.121815
29.8004227,-0.056292,-0.489172,0.722333,0.703790,-2.018312,271.037659
29.8201370,-0.013202,-0.501730,0.467954,0.450768,-1.732233,271.193420
29.8398228,-0.171222,-0.252737,0.036405,0.016688,-2.253607,-23.861923
29.8595352,-0.301104,-0.010916,-0.194629,-0.208364,-1.110106,16.649323
29.8792496,-0.240054,0.045343,-0.156329,-0.167349,-0.752919,9.241859
29.8989639,-0.210727,-0.043234,-0.082705,-0.097273,-1.245753,2.739120
29.9186783,-0.159838,-0.034262,-0.170703,-0.184185,-1.076900,-3.868317
29.9383926,-0.183795,-0.001943,-0.416095,-0.428371,-0.878815,0.752434
29.9580784,-0.173617,-0.106100,-0.291003,-0.307143,-1.475421,-6.350166
29.9777908,-0.058688,-0.308401,0.181851,0.163618,-1.913044,-50.049698
29.9975357,0.044263,-0.489767,0.490109,0.474644,-1.444623,275.639893
30.0172195,0.064603,-0.434103,0.188443,0.173626,-1.313688,284.572876
30.0369339,-0.126330,-0.068975,-0.390964,-0.404959,-1.123518,-10.403820
30.0566483,-0.238848,0.193781,-0.502887,-0.505078,0.250890,11.352814
30.0763340,-0.189181,0.142313,-0.146152,-0.151629,-0.135971,5.707397
30.0960464,-0.152667,-0.063589,0.177655,0.162934,-1.298030,-6.538040
30.1157608,-0.107180,-0.244360,0.202207,0.183700,-1.972983,-32.980743
30.1354752,-0.067660,-0.383215,0.186643,0.167710,-2.067304,-65.627136
30.1551895,-0.073657,-0.385015,0.325498,0.306376,-2.121218,-65.904297
30.1749039,-0.039538,-0.288061,0.402707,0.385108,-1.803876,-47.774712
30.1946201,-0.069461,-0.162954,0.123792,0.107845,-1.485400,-26.342930
30.2143345,-0.123339,-0.099508,-0.253894,-0.268980,-1.306205,-13.138489
30.2340469,-0.207736,-0.001348,-0.293399,-0.306070,-0.948737,3.883484
30.2537308,-0.247836,0.090235,-0.118625,-0.127538,-0.508279,10.927330
30.2734451,-0.180194,0.072870,-0.150348,-0.159406,-0.519959,2.955734
30.2931595,-0.146075,0.062708,-0.468173,-0.476764,-0.416188,-1.123001
30.3128452,-0.216708,0.058512,-0.610629,-0.620235,-0.511904,6.725258
30.3325901,-0.265780,-0.051626,-0.276034,-0.291201,-1.316308,10.832748
30.3522720,-0.158053,-0.337728,0.388349,0.367799,-2.522594,-46.936829
30.3719864,-0.062884,-0.564596,0.769025,0.751149,-1.886064,256.499817
30.3917007,-0.001239,-0.674719,0.590070,0.576157,-1.225788,247.942642
30.4113865,0.013135,-0.503530,0.267453,0.251196,-1.551321,272.215698
30.4311008,-0.156253,-0.180319,-0.001300,-0.019360,-1.862312,-16.069725
30.4508457,-0.322070,0.161463,-0.158130,-0.163266,-0.099528,19.276047
30.4705582,-0.422625,0.367365,-0.289813,-0.279573,1.225004,26.405113
30.4902420,-0.350787,0.278772,-0.278430,-0.275562,0.650558,21.511589
30.5099564,-0.159243,0.053721,-0.154529,-0.164206,-0.591027,-0.016876
30.5296707,-0.126925,-0.150381,0.004086,-0.012720,-1.621889,-17.373825
30.5493870,-0.079638,-0.280859,0.099256,0.080855,-1.942022,-42.863121
30.5691013,-0.035952,-0.323370,0.047772,0.030061,-1.796075,-54.454926
30.5888138,-0.028170,-0.328161,0.122006,0.104443,-1.773574,-55.785042
30.6085281,-0.010806,-0.279074,0.218961,0.202377,-1.602617,-48.366417
30.6282120,-0.025775,-0.246756,0.074109,0.057636,-1.569666,-42.172291
30.6479263,-0.146670,-0.201254,-0.028247,-0.046604,-1.922811,-20.323296
30.6676426,-0.153262,-0.123449,0.065137,0.048578,-1.583747,-10.862560
30.6873569,-0.131717,-0.033667,-0.035419,-0.048514,-1.039894,-7.417198
30.7070389,-0.162249,-0.033071,-0.259280,-0.272676,-1.053483,-3.488945
30.7267838,-0.138293,-0.098913,-0.101855,-0.117311,-1.381956,-11.036018
30.7464676,-0.037738,-0.169531,0.116605,0.101331,-1.376369,-30.612629
30.7661819,-0.056292,-0.193472,0.084287,0.067986,-1.540902,-31.619114
30.7858982,-0.125720,-0.142599,-0.030627,-0.047184,-1.574177,-16.746117
30.8056126,-0.177203,-0.157568,0.031613,0.013784,-1.818057,-10.015270
30.8252640,-0.140094,-0.224005,0.200406,0.181632,-2.032025,-24.706268
30.8450089,-0.042529,-0.237768,0.169873,0.153030,-1.643811,-39.296638
30.8647232,-0.041934,-0.194067,-0.096469,-0.112288,-1.441645,-33.223274
30.8844376,-0.140689,-0.089926,-0.151538,-0.166711,-1.331371,-10.009037
30.9041538,-0.125735,-0.130026,0.053159,0.036902,-1.530337,-15.510620
30.9238682,0.027494,-0.329351,0.259061,0.243155,-1.492278,-58.462353
30.9435501,0.020917,-0.376638,0.238111,0.221733,-1.568949,-66.090698
30.9632645,-0.013797,-0.219808,-0.046802,-0.062363,-1.404739,-39.327286
30.9829788,-0.111361,-0.010916,-0.246112,-0.257687,-0.810429,-8.499325
31.0026932,-0.175402,0.108194,-0.253299,-0.260307,-0.276900,3.466713
31.0224094,-0.153262,0.169245,-0.329303,-0.332326,0.138212,2.923416
31.0420914,-0.105975,-0.009130,-0.130603,-0.142115,-0.818357,-9.007950
31.0618057,-0.094607,-0.259329,0.157910,0.139450,-1.959545,-37.212551
31.0815201,-0.054507,-0.492163,0.408093,0.389726,-1.958645,270.547668
31.1012344,0.089154,-0.619650,0.609815,0.597723,-0.986668,260.735291
31.1209488,0.117276,-0.450262,0.355435,0.342645,-1.046478,282.898804
31.1406345,0.010740,-0.072576,-0.314944,-0.325451,-0.666666,-25.532753
31.1603794,-0.147876,0.196772,-0.721957,-0.722280,0.469497,3.118889
31.1800613,-0.267581,0.260813,-0.393359,-0.391446,0.595152,14.487457
31.1998062,-0.166430,0.036356,0.026227,0.015414,-0.752919,0.146996
31.2194901,-0.070666,-0.226400,0.020841,0.003546,-1.713309,-34.637592
31.2392044,-0.021579,-0.345510,-0.097079,-0.114477,-1.722300,-59.338081
31.2588902,0.017926,-0.252737,0.026227,0.011056,-1.350579,-46.354614
31.2786350,-0.000033,-0.168341,0.133969,0.119826,-1.207807,-34.074512
31.2983475,-0.042529,-0.124044,0.101041,0.086847,-1.211426,-25.141293
31.3180313,-0.049716,-0.171331,0.147138,0.131475,-1.441357,-29.562519
31.3377457,-0.009616,-0.231192,0.189038,0.173244,-1.467045,-41.258904
31.3574600,-0.010806,-0.170736,0.002881,-0.011553,-1.235530,-33.379890
31.3771763,-0.007815,-0.073767,-0.189853,-0.201156,-0.783734,-23.947601
31.3968582,-0.014407,-0.103689,-0.186862,-0.199368,-0.940556,-25.996849
31.4165726,-0.031161,-0.160559,0.157910,0.143011,-1.322829,-30.238396
31.4362869,-0.043124,-0.219213,0.352445,0.335822,-1.621784,-36.518185
31.4560318,0.004148,-0.275488,0.183042,0.166988,-1.508981,-48.800972
31.4757156,-0.000033,-0.164144,-0.186847,-0.200623,-1.116802,-33.594917
31.4954319,-0.073062,-0.079153,-0.343081,-0.356277,-1.014526,-17.668934
31.5151463,-0.122729,-0.033667,-0.079715,-0.092599,-1.005416,-8.518944
31.5348282,-0.065280,-0.033071,0.144742,0.132938,-0.892240,-15.018356
31.5545731,-0.046725,-0.089926,-0.043200,-0.056340,-1.045031,-21.480946
31.5742264,0.005353,-0.200064,-0.232944,-0.247354,-1.204537,-38.355762
31.5940018,-0.104785,-0.204855,-0.001315,-0.018958,-1.778395,-27.203655
31.6136875,-0.040728,-0.303015,0.357236,0.339458,-1.834974,-50.362427
31.6334019,0.081968,-0.419744,0.417081,0.402734,-1.268815,286.817444
31.6530838,0.027509,-0.355688,0.054959,0.039002,-1.480209,-62.728851
31.6727982,-0.031756,-0.137823,-0.201831,-0.215868,-1.152929,-27.678722
31.6925125,-0.085025,-0.043249,-0.149142,-0.161512,-0.927337,-13.571487
31.7122269,-0.110171,0.023798,-0.066546,-0.076811,-0.673561,-6.745438
31.7319431,-0.120333,0.021402,-0.128802,-0.139304,-0.693224,-5.751076
31.7516575,-0.141894,-0.048025,-0.220370,-0.234033,-1.096358,-6.998978
31.7713699,-0.061084,-0.244360,0.061536,0.044147,-1.734810,-38.468193
31.7910538,0.103513,-0.341925,0.362607,0.349375,-1.106558,-62.478439
31.8107681,0.099927,-0.299429,0.263852,0.250930,-1.053080,-56.767006
31.8304825,-0.042529,-0.151586,-0.071933,-0.086754,-1.285512,-28.052063
31.8501987,-0.101779,-0.095312,-0.039020,-0.053681,-1.265013,-15.591393
31.8699131,-0.065875,-0.208441,0.151334,0.134440,-1.651177,-32.574051
31.8896255,-0.022784,-0.334738,0.142346,0.124878,-1.757032,-57.276012
31.9093399,-0.001223,-0.361074,0.079495,0.062550,-1.654067,-62.888332
31.9290543,-0.059878,-0.232382,-0.103061,-0.120131,-1.660077,-36.729271
31.9487686,-0.094012,-0.129431,-0.243121,-0.258510,-1.355546,-19.708973
31.9684544,-0.045520,-0.088735,-0.174884,-0.187830,-1.001702,-21.503273
31.9881687,-0.049121,-0.067190,-0.117419,-0.129784,-0.930789,-19.303455
32.0078506,-0.202349,-0.018103,-0.180270,-0.193684,-1.066015,2.556686
32.0275955,-0.301699,-0.061804,-0.071338,-0.087124,-1.438959,16.494675
32.0472794,-0.096408,-0.273092,0.257871,0.239141,-2.026093,-39.528694
32.0669937,0.069989,-0.501135,0.294980,0.280679,-1.248908,274.852173
32.0867081,0.047849,-0.346716,0.060941,0.045754,-1.356743,-61.834255
32.1064224,-0.122729,-0.048620,-0.120425,-0.133838,-1.073321,-9.469872
32.1261368,-0.101184,0.069880,-0.196429,-0.204161,-0.364372,-5.495293
32.1458511,-0.005420,-0.015112,-0.121020,-0.130120,-0.529230,-19.619354
32.1655350,-0.008410,-0.201269,0.002881,-0.012172,-1.329642,-37.339207
32.1852798,-0.126330,-0.254537,0.270444,0.251379,-2.104197,-32.032822
32.2049332,-0.134112,-0.325155,0.467954,0.447876,-2.379856,-46.523949
32.2246780,-0.041934,-0.419729,0.281201,0.262872,-1.941005,286.109619
32.2443924,-0.052111,-0.285055,-0.119815,-0.137487,-1.773803,-46.221123
32.2640762,-0.089816,0.012415,-0.319140,-0.329147,-0.605423,-9.541252
32.2837601,-0.158648,0.131540,-0.411914,-0.417100,-0.059293,2.428734
32.3035049,-0.135302,-0.019293,-0.295199,-0.307544,-0.904443,-6.148697
32.3232193,-0.001239,-0.225805,0.002881,-0.012435,-1.370888,-41.193542
32.3429031,-0.050906,-0.297018,0.198010,0.180092,-1.849785,-48.497292
32.3626175,-0.179599,-0.302420,0.264447,0.243918,-2.509814,-33.021954
32.3823624,-0.126925,-0.298818,0.212979,0.193336,-2.244868,-41.006409
32.4020462,-0.085025,-0.245550,-0.024051,-0.042007,-1.839260,-35.997150
32.4217606,-0.052707,-0.164755,-0.166507,-0.181880,-1.361633,-28.457329
32.4414749,-0.055102,0.012415,-0.204822,-0.214104,-0.537399,-13.100376
32.4611893,-0.046725,0.024988,-0.319736,-0.328068,-0.411018,-13.165596
32.4808731,-0.011996,-0.051626,-0.253894,-0.264457,-0.682570,-21.740311
32.5005875,-0.074252,-0.196463,0.138761,0.121918,-1.640937,-29.960365
32.5203018,-0.076648,-0.401770,0.495496,0.476233,-2.166447,-69.872971
32.5400162,-0.059298,-0.473608,0.390744,0.372128,-2.010838,274.093445
32.5597305,-0.092212,-0.340719,0.056165,0.036896,-2.138894,-54.446945
32.5794144,-0.217913,-0.054022,-0.280826,-0.295721,-1.273155,3.364807
32.5991287,-0.266986,0.163263,-0.309558,-0.314212,-0.024280,13.768158
32.6188431,-0.186785,0.188990,-0.232348,-0.234854,0.168707,6.447868
32.6385574,-0.077243,-0.040243,-0.078509,-0.090651,-0.906495,-14.227638
32.6582718,-0.016192,-0.234777,0.159711,0.143673,-1.504124,-41.220505
32.6779861,0.008939,-0.392202,0.439221,0.422315,-1.679420,-68.638733
32.6977005,-0.020388,-0.464636,0.427258,0.409615,-1.814530,277.613464
32.7174149,-0.069461,-0.432913,0.299771,0.280757,-2.094281,282.769958
32.7371292,-0.020373,-0.313787,0.205197,0.187948,-1.721077,-53.606808
32.7568436,-0.086825,-0.164755,-0.058169,-0.074467,-1.526328,-24.437260
32.7765274,-0.177798,0.000452,-0.329913,-0.342092,-0.877612,0.089417
32.7962418,-0.211322,0.118967,-0.332309,-0.339053,-0.235373,7.463974
32.8159561,-0.220904,-0.028280,-0.190448,-0.204455,-1.149988,4.762581
32.8356705,-0.056292,-0.299429,-0.042605,-0.060594,-1.844155,-48.518112
32.8553848,0.009549,-0.399984,0.081891,0.065177,-1.612752,-70.024025
32.8750992,-0.094012,-0.319769,0.060941,0.041797,-2.108753,-49.463993
32.8947830,-0.196963,-0.228201,-0.004901,-0.024524,-2.225856,-14.338974
32.9144974,-0.189776,-0.185095,-0.010882,-0.029527,-1.987197,-10.469673
32.9342117,-0.159243,-0.119268,-0.083911,-0.100359,-1.549901,-9.594193
32.9539261,-0.117358,-0.073172,-0.168902,-0.183050,-1.173111,-11.860893
32.9736404,-0.091006,-0.139608,-0.092288,-0.107998,-1.424156,-21.127605
32.9933548,-0.043734,-0.276678,0.203992,0.186509,-1.764998,-45.462532
33.0130386,0.042463,-0.343115,0.332089,0.316555,-1.439631,-61.126846
33.0327530,-0.037738,-0.221609,0.088483,0.072106,-1.554366,-37.388218
33.0524673,-0.175418,0.056116,-0.332904,-0.342481,-0.552201,1.885666
33.0721817,-0.286731,0.202768,-0.307162,-0.309440,0.204319,15.907074
33.0918961,-0.241244,0.095621,-0.003695,-0.012440,-0.506699,10.271080
33.1115799,-0.046710,-0.176123,0.241712,0.225958,-1.465685,-30.464661
33.1313248,0.090940,-0.447866,0.320722,0.306870,-1.187490,282.880615
33.1510086,0.012540,-0.456259,0.350644,0.333992,-1.626738,280.117859
33.1707230,-0.053302,-0.370657,0.400327,0.381725,-2.008177,-63.228905
33.1904068,-0.017398,-0.323965,0.269238,0.251955,-1.733129,-55.580872
33.2101212,-0.036547,-0.124639,-0.231753,-0.245524,-1.110601,-25.827042
33.2298355,-0.144885,0.130335,-0.657321,-0.661886,0.049589,1.052902
33.2495804,-0.276568,0.282969,-0.685443,-0.681160,0.859727,15.353111
33.2692642,-0.216113,0.103403,-0.234134,-0.241927,-0.365064,7.657188
33.2889786,0.030500,-0.311987,0.190228,0.174621,-1.436948,-55.857887
33.3086929,0.046659,-0.467626,0.217755,0.202398,-1.400031,279.119690
33.3284073,-0.040133,-0.362875,0.078305,0.060202,-1.877863,-62.033417
33.3481216,-0.064685,-0.312597,0.071118,0.052732,-1.936817,-50.414604
33.3678360,0.014325,-0.238363,0.067533,0.052451,-1.341045,-44.098396
33.3875198,-0.053897,-0.046835,-0.097064,-0.108840,-0.856717,-17.216091
33.4072342,-0.217303,0.066889,-0.315539,-0.325120,-0.555277,6.993706
33.4269485,-0.268176,0.001047,-0.158130,-0.171300,-1.034767,12.123032
33.4466324,-0.229876,-0.203649,0.317121,0.297566,-2.228041,-3.685799
33.4663467,-0.147876,-0.294027,0.506864,0.486850,-2.363448,-36.791691
33.4860916,-0.130526,-0.200064,0.233319,0.215173,-1.899126,-22.772110
33.5057755,-0.128115,-0.079748,-0.013278,-0.027982,-1.274308,-10.953259
33.5254593,-0.098193,-0.037252,-0.045596,-0.058141,-0.964090,-11.656780
33.5451736,-0.101794,-0.057012,-0.004901,-0.018291,-1.084321,-12.601921
33.5648880,-0.087420,-0.090536,-0.079120,-0.093275,-1.184931,-16.947880
33.5846024,-0.076052,-0.150381,-0.085101,-0.100755,-1.415704,-24.132557
33.6043472,-0.133502,-0.105490,-0.045001,-0.060615,-1.413431,-12.238876
33.6240311,-0.107180,-0.148596,0.124387,0.107953,-1.567721,-19.960327
33.6437454,-0.080844,-0.212027,0.190228,0.172886,-1.737277,-31.323586
33.6634598,-0.066470,-0.262319,0.082501,0.064684,-1.820059,-40.882805
33.6831741,-0.017993,-0.270101,0.002286,-0.014275,-1.577979,-46.419468
33.7028580,-0.015597,-0.303610,0.104032,0.087075,-1.658250,-52.117836
33.7225723,-0.013797,-0.264700,0.148328,0.131890,-1.570690,-45.884857
33.7422867,-0.101779,-0.212027,0.066327,0.048573,-1.806212,-28.636971
33.7620010,-0.129321,-0.109091,0.048978,0.033271,-1.438480,-13.123745
33.7816849,-0.129916,-0.104299,-0.013278,-0.028809,-1.403420,-12.638535
33.8013992,-0.067675,-0.169531,0.003491,-0.012499,-1.480502,-27.328152
33.8211441,-0.052111,-0.170736,0.062741,0.047085,-1.431688,-29.230675
33.8408585,-0.138903,-0.072576,0.021436,0.006752,-1.275106,-8.999207
33.8605423,-0.131121,-0.138418,-0.022861,-0.039409,-1.573356,-15.547089
33.8802261,-0.040133,-0.192877,0.096860,0.080997,-1.468990,-33.253838
33.8999710,-0.017382,-0.207846,0.025037,0.009558,-1.399185,-37.400013
33.9197159,-0.041339,-0.064794,-0.243716,-0.255651,-0.857239,-19.916824
33.9393997,-0.052707,-0.011511,-0.325122,-0.335209,-0.614151,-14.853275
33.9591141,-0.032351,-0.107290,-0.126407,-0.139622,-1.045031,-24.563545
33.9787979,-0.150271,-0.226995,0.094464,0.075497,-2.068966,-23.441391
33.9985428,-0.040744,-0.250936,0.164487,0.147477,-1.673454,-41.495480
34.0181961,-0.091006,-0.288046,0.012464,-0.006259,-2.006584,-43.051250
34.0379715,-0.003619,-0.209646,-0.139575,-0.154551,-1.301799,-38.836708
34.0576248,-0.029971,-0.112081,-0.178485,-0.191731,-1.042863,-25.262737
34.0774002,-0.137698,-0.145590,-0.091693,-0.108521,-1.616527,-15.283669
34.0970535,-0.108371,-0.226400,0.169278,0.151070,-1.906940,-29.894348
34.1167984,-0.021579,-0.388006,0.418286,0.400483,-1.844753,-67.505516
34.1364517,0.022107,-0.390997,0.312329,0.295915,-1.582304,-68.550354
34.1562271,-0.077243,-0.106085,-0.177875,-0.192207,-1.199470,-19.529758
34.1758804,-0.200549,0.178217,-0.550174,-0.552876,0.211803,7.525024
34.1955948,-0.167025,0.205149,-0.364627,-0.365541,0.341000,4.996086
34.2153397,-0.144885,0.013025,0.090268,0.078706,-0.854554,-3.356384
34.2350540,-0.108371,-0.223410,0.313535,0.295327,-1.917920,-29.431561
34.2547073,-0.002429,-0.435308,0.266248,0.249091,-1.709327,283.534973
34.2744217,0.023908,-0.416738,0.191419,0.175118,-1.551321,287.059937
34.2941360,-0.024569,-0.241369,0.214170,0.197743,-1.574998,-41.468719
34.3138504,0.002958,-0.150976,0.084882,0.071309,-1.120780,-32.396969
34.3335648,0.081968,-0.194082,-0.189258,-0.200732,-0.805522,-43.078320
34.3532791,-0.053912,-0.095312,-0.241321,-0.254653,-1.046880,-21.190159
34.3729630,-0.198748,0.010035,-0.001315,-0.013683,-0.946419,3.111389
34.3927116,-0.120944,-0.124655,0.071118,0.055097,-1.492573,-15.674717
34.4123917,0.070600,-0.291647,-0.155734,-0.169380,-1.102028,-54.618561
34.4321365,0.071195,-0.219808,-0.203616,-0.216053,-0.929024,-45.413216
34.4518509,-0.150866,0.013025,-0.057574,-0.069080,-0.827637,-2.652252
34.4715347,-0.135302,0.015421,0.039990,0.028751,-0.807352,-4.354347
34.4912491,-0.028765,-0.128240,0.113614,0.099675,-1.176082,-26.987034
34.5109673,0.018522,-0.203649,0.104032,0.089721,-1.228915,-39.857460
34.5306473,0.020917,-0.203054,0.108838,0.094617,-1.216347,-39.967743
34.5503922,0.090345,-0.250936,0.097455,0.084945,-0.977737,-50.230129
34.5701065,0.159772,-0.331747,0.146527,0.136067,-0.726994,-62.346275
34.5898209,0.153196,-0.324560,0.075315,0.064685,-0.737535,-61.360432
34.6095047,0.040067,-0.198873,0.008862,-0.004522,-1.085383,-40.872871
34.6292496,-0.102984,-0.067190,0.008267,-0.005519,-1.141857,-13.204254
34.6489372,-0.177798,0.004633,-0.121020,-0.133232,-0.910148,0.262115
34.6686478,-0.253817,-0.011526,-0.186862,-0.200455,-1.090619,9.892303
